,recipe_name,serving_size,cooking_time,difficulty,ingredients,recipe_url
835,Grilled mushroom risotto,serves 6,1 hr,3,"['1.5 litres organic chicken stock', '1 handful of dried porcini mushrooms', 'olive oil', '1 small onion, peeled and finely chopped', '2 sticks of celery, trimmed and finely chopped', '400g risotto rice', '75ml vermouth or white wine', '4 large handfuls of wild mushrooms (try shiitake, girolle, chestnut or oyster – definitely no button mushrooms, please!), cleaned and sliced', 'a few sprigs of fresh chervil, tarragon or parsley, leaves picked and chopped', 'juice of 1 lemon', '1 teaspoon butter', '1 small handful of freshly grated Parmesan cheese, plus extra to serve', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/rice/grilled-mushroom-risotto/
836,"Grilled marinated mozzarella with crunchy bread, smoked bacon and a black olive and lemon dressing",serves 4,40 mins,1,"['1 loaf of ciabatta bread', '4 rashers of higher-welfare thinly sliced dry-cured smoky bacon, or pancetta', 'zest of 2 lemons', '2 large buffalo mozzarella cheeses', '8 sticks of fresh rosemary', '1 clove of garlic', 'extra virgin olive oil', '3 handfuls of mixed fresh herbs (chives, chervil, mint, basil, parsley)', 'for the dressing', '1 good handful of nice black olives, stones removed', '1 fresh red chilli, deseeded and finely chopped', '5 tablespoons lemon juice', '4 tablespoons extra virgin olive oil', 'sea salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/cheese/grilled-marinated-mozzarella-with-crunchy-bread-smoked-bacon-and-a-black-olive-and-lemon-dressing/
837,Grilled lamb kofta kebabs with pistachios & spicy salad wrap,serves 6,30 mins plus BBQ heating time,1,"['500g trimmed shoulder or neck fillet of lamb, chopped into 2.5cm chunks', '2 heaped tablespoons fresh thyme leaves', '1 level tablespoon ground chilli', '1 level tablespoon ground cumin', '4 level tablespoons sumac, if you can find any, or finely grated zest of 1 lemon', 'a good handful of shelled pistachio nuts', 'a few handfuls of mixed salad leaves, such as romaine or cos, endive and rocket, washed, spun dry and shredded', '½ a bunch of fresh mint (15g), leaves picked', '1 red onion, peeled and very finely sliced', '1 lemon', '1 bunch of fresh flat-leaf parsley (30g), leaves picked', 'extra virgin olive oil', '4 large flatbreads or tortilla wraps', '4 tablespoons fat free natural yoghurt']",https://www.jamieoliver.com/recipes/lamb/grilled-lamb-kofta-kebabs-with-pistachios-and-spicy-salad-wrap/
838,Grilled fillet steak with the creamiest white beans and leeks,serves 4,55 mins,1,"['4 leeks, washed, trimmed and finely sliced', 'a small bunch of fresh thyme, leaves picked', '2 garlic cloves, peeled and finely chopped', 'olive oil', 'a small wineglass of white wine', '500g/1lb 2oz good-quality tinned or jarred butter beans, drained and rinsed', 'a small handful of freshly picked parsley leaves, finely chopped', '1 tablespoon fat free natural yoghurt', 'good-quality peppery extra virgin olive oil', 'sea salt and freshly ground black pepper', '4 x 200g/7oz well-marbled fillet steaks, preferably free-range or organic, 2.5–4cm/1–1½ inches thick', '1 lemon']",https://www.jamieoliver.com/recipes/beef/grilled-fillet-steak-with-the-creamiest-white-beans-and-leeks/
839,Roasted cod with pancetta & pea mash,serves 4,45 mins,1,"['4 thick pieces cod fillets (about 120g each), from sustainable sources', 'olive oil', '8 thin slices of higher-welfare pancetta', '2 lemons', '500g potatoes', '300g frozen garden peas', '1 small knob of butter', '1 splash of milk', 'optional: half a fresh red chilli', '½ a bunch of fresh mint (15g)', '60g rocket', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/fish/grilled-cod-with-pancetta-and-pea-mash/
840,Grilled butterflied monkfish with a sweet runner bean stew,serves 4,-,3,"['. 600g runner beans, trimmed', '. olive oil', '. 1 x 100g jar of good anchovy fillets, in oil', '. 5 cloves of garlic, peeled', '. 1 dried red chilli, crumbled', '. 700g jar of passata or 2 x 400g tins of tomatoes, crushed', '. 2 sprigs of fresh rosemary', '. sea salt and freshly ground black pepper', '. 4 x 200g thick pieces of monkfish, skinned and trimmed properly – ask your fishmonger', '. a bunch of fresh flat-leaf parsley', '. 1 lemon', '. extra virgin olive oil', '. a small bunch of fresh green or purple basil, leaves picked']",https://www.jamieoliver.com/recipes/fish/grilled-butterflied-monkfish-with-a-sweet-runnerbean-stew/
841,Grilled and roasted pork (Maiale alla griglia e arrosto),serves 12,1 hr 20 mins plus BBQ heating time,1,"['2 heaped tablespoons fennel seeds', '2 or 3 dried red chillies', '1 x 2kg/4½lb quality pork loin (see introduction)', 'olive oil', 'sea salt and freshly ground black pepper', '10 tablespoons good-quality red wine vinegar', 'a bunch of fresh rosemary, leaves picked']",https://www.jamieoliver.com/recipes/pork/grilled-and-roasted-pork-maiale-alla-griglia-e-arrosto/
842,Grilled and marinated rabbit (Coniglio marinato alla griglia),serves 2,45 mins plus BBQ heating time,1,"['1 x 1.2kg/2½lb rabbit, preferably wild, jointed', 'a handful of fresh thyme and rosemary, leaves picked', '4 garlic cloves, peeled', 'olive oil', 'zest and juice of 1 lemon', '1 teaspoon honey', '4 thick slices of quality pancetta', 'salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/game/grilled-and-marinated-rabbit-coniglio-marinato-alla-griglia/
843,Griddled mackerel with a courgette and bean salad,serves 2,15 mins,1,"['3 courgettes', '1 x 400g tin black-eye beans, drained', '1 fresh red chilli, deseeded and finely chopped', 'a small bunch of fresh mint, leaves picked and chopped', '4 fresh mackerel fillets, from sustainable sources, ask your fishmonger', 'extra virgin olive oil', 'sea salt and freshly ground black pepper', '1 lemon, halved']",https://www.jamieoliver.com/recipes/fish/griddled-mackerel-with-a-courgette-and-bean-salad/
844,Green curry,serves 4,30 mins,3,"['for the chicken', '8 higher welfare chicken thighs, skin on and bone in', '2 tablespoons sesame seeds', '2 large tablespoons runny honey', 'for the kimchee slaw', 'a small bunch of radishes', '1 red onion', '½ a Chinese cabbage', 'a small bunch of fresh coriander', '1 fresh red chilli', '1 fresh green chilli', 'a 2cm piece of fresh ginger', '2 limes', 'sesame oil', 'for the curry sauce', 'a 2cm piece of fresh ginger', '2 fresh red chillies', 'optional: a few fresh kaffir lime leaves', 'a bunch of fresh coriander', '4 cloves of garlic', '1 stick of lemongrass', 'a small bunch of spring onions', 'sesame oil', '300ml organic chicken stock', '200g fine green beans', '1 x 400ml tin of light coconut milk', 'lime juice', 'soy sauce', 'for the noodles', '250g rice noodles', '1 lime', 'for the seasonings', 'olive oil', 'sea salt & black pepper', 'for the garnishes', 'prawn crackers', 'chilli sauce', '1 lime', '½ a cos or romaine lettuce', 'a few sprigs of fresh coriander']",https://www.jamieoliver.com/recipes/chicken/green-curry-crispy-chicken-kimchee-slaw-rice-noodles/
845,Green chilli,serves 4,40 mins,1,"['olive oil', '800g pork mince', '1 teaspoon dried sage', '2 onions, peeled and roughly chopped', '3 cloves of garlic, peeled and finely sliced', '2 green peppers, deseeded and roughly chopped', '6 small green chillies, roughly chopped', '4 large ripe red tomatoes, chopped into small chunks', '1 romaine lettuce, leaves washed and spun dry', '½ a bunch of fresh mint (15g)', '4 spring onions', '1 packet of flour tortillas', 'optional: 1 lime', 'soured cream or natural yoghurt, to serve']",https://www.jamieoliver.com/recipes/pork/green-chilli/
846,Grandad Ken's crispy grilled trout with parsley and lemon,serves 2,20 mins,1,"['2 x 300g/10½oz whole trout, scaled, cleaned and gutted', 'olive oil', 'sea salt and freshly ground black pepper', 'a large bunch of fresh flat-leaf parsley, leaves picked and chopped', '2 lemons, 1 zested and sliced, 1 halved', 'a few knobs of butter']",https://www.jamieoliver.com/recipes/fish/grandad-ken-s-crispy-grilled-trout-with-parsley-and-lemon/
847,Gennaro's stuffed porchetta,serves 12,4 hrs 30 mins plus cooling time,3,"['3kg boned higher-welfare shoulder of pork, butterflied and skin on', 'sea salt & freshly ground black pepper', 'For the stuffing', '2 onions, peeled and finely diced', 'olive oil', '200g higher-welfare chicken livers, cleaned and roughly chopped', '200g higher-welfare pork mince', '75g pine nuts', '100g raisins', '½ bunch of fresh sage, leaves picked and roughly chopped', '½ bunch of fresh flat-leaf parsley, leaves picked and roughly chopped', '1 wineglass red wine or mulled wine, plus a bit extra for the stuffing', '8 carrots']",https://www.jamieoliver.com/recipes/pork/gennaro-s-stuffed-porchetta/
848,Fried pizza (Pizza fritta),serves 10,1 hr 5 mins,1,"['1 x basic pizza dough', 'flour, for dusting', 'vegetable oil, for frying', '2 x 150g balls of buffalo mozzarella', 'optional: 5 teaspoons dried oregano', 'for the tomato sauce', 'extra virgin olive oil', '1 clove of garlic, peeled and finely sliced', 'a bunch of fresh basil, leaves picked', '1 x 400g tin of good-quality plum tomatoes', 'sea salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/bread/fried-pizza-pizza-fritta/
849,Fresh noodle salad,serves 4,20 mins,1,"['300g/10½oz cellophane noodles or beanthread noodles', '200g/7oz minced beef', '2 teaspoons five-spice', '5 tablespoons olive oil', '2 cloves of garlic, peeled and grated', '2 heaped teaspoons of grated fresh ginger', '100g/3½oz cooked peeled prawns', '3 teaspoons sugar', '1 bunch of spring onions, finely sliced', '3 tablespoons fresh lime juice', '1 tablespoon fish sauce', '2 fresh red chillies, deseeded and finely sliced', '1 handful of fresh coriander, chopped', '1 handful of fresh mint, chopped', '2 handfuls of roasted peanuts', 'sea salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/beef/fresh-noodle-salad/
850,"Flash roast beef with garlic, rosemary and girolles (Schiacciata di manzo con aglio, rosmarino e funghi)",serves 2,30 mins,1,"['500g good-quality beef fillet, sinews removed, cut into 1cm slices', 'extra virgin olive oil', 'optional: a few drops of truffle oil', '2 sprigs of fresh rosemary, leaves picked', '1 clove of garlic, peeled and finely sliced', '3 handfuls of rocket', 'a large handful of mixed salad leaves including radicchio di Treviso or salad radicchio', 'a handful of really firm mushrooms, such as girolles, chanterelles, field or uovoli (Caesar) mushrooms', 'balsamic vinegar', 'sea salt and freshly ground black pepper', 'a block of Parmesan cheese']",https://www.jamieoliver.com/recipes/beef/flash-roast-beef-with-garlic-rosemary-and-girolles-schiacciata-di-manzo-con-aglio-rosmarino-e-funghi/
851,Five spice duck salad,serves 2,20 mins,1,"['1 large duck breast', '1 teaspoon Chinese five spice powder', '1 pomegranate, halved', '3 spring onions, trimmed and sliced', 'a sprig of fresh coriander, leaves picked', 'a few sprigs of watercress', '½ a ripe mango, peeled and cut into chunks', 'juice of ½ a lime', 'sesame oil, to drizzle', '1 little gem lettuce']",https://www.jamieoliver.com/recipes/duck/five-spice-duck-salad/
852,"Fish, chips & mushy peas",serves 4,55 mins,5,"['900g potatoes', 'sunflower oil for deep-frying', '225g white fish fillets, skin off, pin-boned, from sustainable sources', '225g plain flour, plus extra for dusting', '285ml beer (cold)', '3 heaped teaspoons baking powder', 'a few sprigs of fresh mint', '1 knob of unsalted butter', '4 handfuls of podded peas', '½ a lemon']",https://www.jamieoliver.com/recipes/fish/fish-chips-and-mushy-peas/
853,Fish cakes,serves 4,1 hr plus cooling  and chilling time,3,"['300g potatoes', '100g salmon fillet, skin on, scaled, pin-boned, from sustainable sources', 'olive oil', 'a few sprigs of fresh flat-leaf parsley', '1 tablespoon plain flour, plus extra for dusting', '1 lemon']",https://www.jamieoliver.com/recipes/fish/fish-cakes/
854,Festive fiesta tacos,serves 6,25 mins,1,"['1 teaspoon sweet smoked paprika', '1 teaspoon fennel seeds', '200g higher welfare pork belly, skin off and cut into 1cm dice', 'olive oil', '1 ripe avocado, halved and destoned', '2 large ripe tomatoes', '1 fresh red chilli', 'optional: ½ x 400g tin haricot beans, drained', '2 limes', 'sea salt and freshly ground black pepper', '1 teaspoon runny honey', '6 taco shells', '½ a bunch of fresh coriander, leaves picked and chopped', '1 lime', '1 teaspoon runny honey', 'fat-free natural yoghurt, to serve']",https://www.jamieoliver.com/recipes/pork/festive-fiesta-tacos/
855,Fennel risotto with ricotta and dried chilli (Risotto ai finocchi con ricotta e peperoncino),serves 6,45 mins,1,"['½ teaspoon fennel seeds', 'extra virgin olive oil', '2 cloves of garlic, peeled and finely sliced', '2 bulbs of fennel, finely sliced, herby tops reserved', 'sea salt and freshly ground black pepper', '1 x risotto bianco', '2 small dried chillies', '4 tablespoons good crumbly ricotta', 'zest and juice of 1 lemon', 'Parmesan cheese, for grating']",https://www.jamieoliver.com/recipes/rice/fennel-risotto-with-ricotta-and-dried-chilli-risotto-ai-finocchi-con-ricotta-e-peperoncino/
856,Feel good chicken broth,serves 6,1 hr 30 mins,1,"['1 x 1.5kg free-range organic chicken', '2 carrots, peeled and roughly chopped', '2 sticks of celery, roughly chopped', '1 rasher of smoked bacon, preferably free-range or organic', '2/3 sprigs of fresh rosemary', 'a handful of shiitake mushrooms', 'optional: a splash of sherry or port', 'sea salt', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/chicken/feel-good-chicken-broth/
857,Farfalle with carbonara and spring peas,serves 4,30 mins,1,"['. 455g/1lb farfalle', '. 1 free-range egg', '. 100ml/3½ fl oz double cream', '. sea salt and freshly ground black pepper', '. 12 rashers of quality pancetta or smoked streaky bacon', '. 3 handfuls of fresh podded or frozen peas', '. 2 sprigs of fresh mint, leaves picked', '. 2 handfuls of freshly grated Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta/farfalle-with-carbonara-and-spring-peas/
858,Fantastic fish finger buttie,serves 1,20 mins,1,"['4 fish fingers', 'butter', '2 slices of white bread or 1 roll', 'tomato ketchup']",https://www.jamieoliver.com/recipes/fish/fantastic-fish-finger-buttie/
859,Fabulous fish stew,serves 2,45 mins,1,"['2 cloves of garlic, peeled', 'optional: a small pinch of saffron', 'sea salt and freshly ground black pepper', '250ml low fat mayonnaise', 'lemon juice', '12 mussels', '20 clams', 'olive oil', 'a small wineglass of white wine', '1 x 400g tin good-quality plum tomatoes', '2 small fillets of sea bass or bream, cut in half', '2 small fillets of red mullet or snapper, cut in half', '2 small fillets of monkfish or other firm white fish', '4 langoustines or tiger prawns, shell on', '2 thick slices of crusty bread', 'a small handful of fennel tops', 'extra virgin olive oil', 'a small bunch of fresh basil, leaves picked and stalks chopped']",https://www.jamieoliver.com/recipes/fish/fabulous-fish-stew/
